order_id,order_date,store_id,sku,product_name,category,qty,unit_price,currency,customer_id,payment_method
O-904228,2026-09-28,S-01,SKU-3,Milk,Dairy,8,2.20,USD,C-0228,cash
O-904229,2026-09-01,S-02,SKU-4,Eggs,Dairy,5,0.35,EUR,C-0229,card
O-904230,2026-09-02,S-03,SKU-5,Coffee,Beverages,2,8.99,GBP,C-0230,cash
O-904231,2026-09-03,S-01,SKU-1,Apple,Produce,2,1.50,USD,C-0231,card
O-904232,2026-09-04,S-02,SKU-2,Bread,Bakery,3,3.00,USD,C-0232,cash
O-904233,2026-09-05,S-03,SKU-3,Milk,Dairy,11,2.20,USD,C-0233,card
O-904234,2026-09-06,S-01,SKU-4,Eggs,Dairy,5,0.35,EUR,C-0234,cash
O-904235,2026-09-07,S-02,SKU-5,Coffee,Beverages,12,8.99,GBP,C-0235,card
O-904236,2026-09-08,S-03,SKU-1,Apple,Produce,12,1.50,USD,C-0236,cash
O-904237,2026-09-09,S-01,SKU-2,Bread,Bakery,10,3.00,USD,C-0237,card
O-904238,2026-09-10,S-02,SKU-3,Milk,Dairy,1,2.20,USD,C-0238,cash
O-904239,2026-09-11,S-03,SKU-4,Eggs,Dairy,4,0.35,EUR,C-0239,card
O-904240,2026-09-12,S-01,SKU-5,Coffee,Beverages,6,,GBP,C-0240,cash
O-904241,2026-09-13,S-02,SKU-1,Apple,Produce,3,1.50,USD,C-0241,card
O-904242,2026-09-14,S-03,SKU-2,Bread,Bakery,2,3.00,USD,C-0242,cash
O-904243,2026-09-15,S-01,SKU-3,Milk,Dairy,12,2.20,USD,C-0243,card
O-904244,2026-09-16,S-02,SKU-4,Eggs,Dairy,4,0.35,EUR,C-0244,cash
O-904245,2026-09-17,S-03,SKU-5,Coffee,Beverages,6,8.99,GBP,C-0245,card
O-904246,2026-09-18,S-01,SKU-1,Apple,Produce,7,1.50,USD,C-0246,cash
O-904247,2026-09-19,S-02,SKU-2,Bread,Bakery,9,3.00,USD,C-0247,card
O-904248,2026-09-20,S-03,SKU-3,Milk,Dairy,1,2.20,USD,C-0248,cash
O-904249,2026-09-21,S-01,SKU-4,Eggs,Dairy,11,0.35,EUR,C-0249,card
O-904250,2026-09-22,S-02,SKU-5,Coffee,Beverages,5,8.99,GBP,C-0250,cash
O-904251,2026-09-23,S-03,SKU-1,Apple,Produce,5,1.50,USD,C-0251,card
O-904252,2026-09-24,S-01,SKU-2,Bread,Bakery,3,3.00,USD,C-0252,cash
O-904253,2026-09-25,S-02,SKU-3,Milk,Dairy,1,2.20,USD,C-0253,card
O-904254,2026-09-26,S-03,SKU-4,Eggs,Dairy,7,0.35,EUR,C-0254,cash
O-904255,2026-09-27,S-01,SKU-5,Coffee,Beverages,8,8.99,GBP,C-0255,card
O-904256,2026-09-28,S-02,SKU-1,Apple,Produce,9,1.50,USD,C-0256,cash
O-904257,2026-09-01,S-03,SKU-2,Bread,Bakery,12,3.00,USD,C-0257,card
O-904258,2026-09-02,S-01,SKU-3,Milk,Dairy,9,2.20,USD,C-0258,cash
O-904259,2026-09-03,S-02,SKU-4,Eggs,Dairy,4,0.35,EUR,C-0259,card
,2026-09-04,S-03,SKU-5,Coffee,Beverages,2,8.99,GBP,C-0260,cash
O-904261,2026-09-05,S-01,SKU-1,Apple,Produce,8,1.50,USD,C-0261,card
O-904262,2026-09-06,S-02,SKU-2,Bread,Bakery,2,3.00,USD,C-0262,cash
O-904263,2026-09-07,S-03,SKU-3,Milk,Dairy,3,2.20,USD,C-0263,card
O-904264,2026-09-08,S-01,SKU-4,Eggs,Dairy,2,0.35,EUR,C-0264,cash
O-904265,2026-09-09,S-02,SKU-5,Coffee,Beverages,1,8.99,GBP,C-0265,card
O-904266,2026-09-10,S-03,SKU-1,Apple,Produce,1,1.50,USD,C-0266,cash
O-904267,2026-09-11,S-01,SKU-2,Bread,Bakery,4,3.00,USD,C-0267,card
O-904268,2026-09-12,S-02,SKU-3,Milk,Dairy,3,2.20,USD,C-0268,cash
O-904269,2026-09-13,S-03,SKU-4,Eggs,Dairy,4,0.35,EUR,C-0269,card
O-904270,2026-09-14,S-01,SKU-5,Coffee,Beverages,7,8.99,GBP,C-0270,cash
O-904271,2026-09-15,S-02,SKU-1,Apple,Produce,6,1.50,USD,C-0271,card
O-904272,2026-09-16,S-03,SKU-2,Bread,Bakery,11,3.00,USD,C-0272,cash
O-904273,2026-09-17,S-01,SKU-3,Milk,Dairy,11,2.20,USD,C-0273,card
O-904274,2026-09-18,S-02,SKU-4,Eggs,Dairy,11,0.35,EUR,C-0274,cash
O-904275,2026-09-19,S-03,SKU-5,Coffee,Beverages,2,8.99,GBP,C-0275,card
O-904276,2026-09-20,S-01,SKU-1,Apple,Produce,10,1.50,USD,C-0276,cash
O-904277,2026-09-21,S-02,SKU-2,Bread,Bakery,10,3.00,USD,C-0277,card
O-904278,2026-09-22,S-03,SKU-3,Milk,Dairy,5,2.20,USD,C-0278,cash
O-904279,2026-09-23,S-01,SKU-4,Eggs,Dairy,2,0.35,EUR,C-0279,card
O-904280,2026-09-24,S-02,SKU-5,Coffee,Beverages,1,8.99,XYZ,C-0280,cash
O-904281,2026-09-25,S-03,SKU-1,Apple,Produce,2,1.50,USD,C-0281,card
O-904282,2026-09-26,S-01,SKU-2,Bread,Bakery,4,3.00,USD,C-0282,cash
O-904283,2026-09-27,S-02,SKU-3,Milk,Dairy,11,2.20,USD,C-0283,card
O-904284,2026-09-28,S-03,SKU-4,Eggs,Dairy,8,0.35,EUR,C-0284,cash
O-904285,2026-09-01,S-01,SKU-5,Coffee,Beverages,3,8.99,GBP,C-0285,card
O-904286,2026-09-02,S-02,SKU-1,Apple,Produce,2,1.50,USD,C-0286,cash
O-904287,2026-09-03,S-03,SKU-2,Bread,Bakery,6,3.00,USD,C-0287,card
O-904288,2026-09-04,S-01,SKU-3,Milk,Dairy,2,2.20,USD,C-0288,cash
O-904289,2026-09-05,S-02,SKU-4,Eggs,Dairy,1,0.35,EUR,C-0289,card
O-904290,2026-09-06,S-03,SKU-5,Coffee,Beverages,8,8.99,GBP,C-0290,cash
O-904291,2026-09-07,S-01,SKU-1,Apple,Produce,1,1.50,USD,C-0291,card
O-904292,2026-09-08,S-02,SKU-2,Bread,Bakery,3,3.00,USD,C-0292,cash
O-904293,2026-09-09,S-03,SKU-3,Milk,Dairy,10,2.20,USD,C-0293,card
O-904294,2026-09-10,S-01,SKU-4,Eggs,Dairy,7,0.35,EUR,C-0294,cash
O-904295,2026-09-11,S-02,SKU-5,Coffee,Beverages,12,8.99,GBP,C-0295,card
O-904296,2026-09-12,S-03,SKU-1,Apple,Produce,7,1.50,USD,C-0296,cash
O-904297,2026-09-13,S-01,SKU-2,Bread,Bakery,8,3.00,USD,C-0297,card
O-904298,2026-09-14,S-02,SKU-3,Milk,Dairy,1,2.20,USD,C-0298,cash
O-904299,2026-09-15,S-03,SKU-4,Eggs,Dairy,7,0.35,EUR,C-0299,card
O-904300,2026-09-16,S-01,SKU-5,Coffee,Beverages,11,8.99,GBP,C-0300,bitcoin
O-904301,2026-09-17,S-02,SKU-1,Apple,Produce,7,1.50,USD,C-0301,card
O-904302,2026-09-18,S-03,SKU-2,Bread,Bakery,3,3.00,USD,C-0302,cash
O-904303,2026-09-19,S-01,SKU-3,Milk,Dairy,6,2.20,USD,C-0303,card
O-904304,2026-09-20,S-02,SKU-4,Eggs,Dairy,4,0.35,EUR,C-0304,cash
O-904305,2026-09-21,S-03,SKU-5,Coffee,Beverages,3,8.99,GBP,C-0305,card
O-904306,2026-09-22,S-01,SKU-1,Apple,Produce,5,1.50,USD,C-0306,cash
O-904307,2026-09-23,S-02,SKU-2,Bread,Bakery,5,3.00,USD,C-0307,card
O-904308,2026-09-24,S-03,SKU-3,Milk,Dairy,8,2.20,USD,C-0308,cash
O-904309,2026-09-25,S-01,SKU-4,Eggs,Dairy,3,0.35,EUR,C-0309,card
O-904310,2026-09-26,S-02,SKU-5,Coffee,Beverages,1,8.99,GBP,C-0310,cash
O-904311,2026-09-27,S-03,SKU-1,Apple,Produce,10,1.50,USD,C-0311,card
O-904312,2026-09-28,S-01,SKU-2,Bread,Bakery,10,3.00,USD,C-0312,cash
O-904313,2026-09-01,S-02,SKU-3,Milk,Dairy,10,2.20,USD,C-0313,card
O-904314,2026-09-02,S-03,SKU-4,Eggs,Dairy,4,0.35,EUR,C-0314,cash
O-904315,2026-09-03,S-01,SKU-5,Coffee,Beverages,11,8.99,GBP,C-0315,card
O-904316,2026-09-04,S-02,SKU-1,Apple,Produce,5,1.50,USD,C-0316,cash
O-904317,2026-09-05,S-03,SKU-2,Bread,Bakery,8,3.00,USD,C-0317,card
O-904318,2026-09-06,S-01,SKU-3,Milk,Dairy,7,2.20,USD,C-0318,cash
O-904319,2026-09-07,S-02,SKU-4,Eggs,Dairy,9,0.35,EUR,C-0319,card
O-904320,2026-09-08,S-03,SKU-5,Coffee,Beverages,0,8.99,GBP,C-0320,cash
O-904321,2026-09-09,S-01,SKU-1,Apple,Produce,1,1.50,USD,C-0321,card
O-904322,2026-09-10,S-02,SKU-2,Bread,Bakery,2,3.00,USD,C-0322,cash
O-904323,2026-09-11,S-03,SKU-3,Milk,Dairy,5,2.20,USD,C-0323,card
O-904324,2026-09-12,S-01,SKU-4,Eggs,Dairy,7,0.35,EUR,C-0324,cash
O-904325,2026-09-13,S-02,SKU-5,Coffee,Beverages,3,8.99,GBP,C-0325,card
O-904326,2026-09-14,S-03,SKU-1,Apple,Produce,7,1.50,USD,C-0326,cash
O-904327,2026-09-15,S-01,SKU-2,Bread,Bakery,4,3.00,USD,C-0327,card
O-904328,2026-09-16,S-02,SKU-3,Milk,Dairy,11,2.20,USD,C-0328,cash
O-904329,2026-09-17,S-03,SKU-4,Eggs,Dairy,9,0.35,EUR,C-0329,card
O-904330,2026-09-18,S-01,SKU-5,Coffee,Beverages,4,8.99,GBP,C-0330,cash
O-904331,2026-09-19,S-02,SKU-1,Apple,Produce,11,1.50,USD,C-0331,card
O-904332,2026-09-20,S-03,SKU-2,Bread,Bakery,9,3.00,USD,C-0332,cash
O-904333,2026-09-21,S-01,SKU-3,Milk,Dairy,1,2.20,USD,C-0333,card
O-904334,2026-09-22,S-02,SKU-4,Eggs,Dairy,7,0.35,EUR,C-0334,cash
O-904335,2026-09-23,S-03,SKU-5,Coffee,Beverages,12,8.99,GBP,C-0335,card
O-904336,2026-09-24,S-01,SKU-1,Apple,Produce,6,1.50,USD,C-0336,cash
O-904337,2026-09-25,S-02,SKU-2,Bread,Bakery,8,3.00,USD,C-0337,card
O-904338,2026-09-26,S-03,SKU-3,Milk,Dairy,9,2.20,USD,C-0338,cash
O-904339,2026-09-27,S-01,SKU-4,Eggs,Dairy,8,0.35,EUR,C-0339,card
O-904340,bad-date,S-02,SKU-5,Coffee,Beverages,6,8.99,GBP,C-0340,cash
O-904341,2026-09-01,S-03,SKU-1,Apple,Produce,10,1.50,USD,C-0341,card
O-904342,2026-09-02,S-01,SKU-2,Bread,Bakery,9,3.00,USD,C-0342,cash
O-904343,2026-09-03,S-02,SKU-3,Milk,Dairy,6,2.20,USD,C-0343,card
O-904344,2026-09-04,S-03,SKU-4,Eggs,Dairy,7,0.35,EUR,C-0344,cash
O-904345,2026-09-05,S-01,SKU-5,Coffee,Beverages,5,8.99,GBP,C-0345,card
O-904346,2026-09-06,S-02,SKU-1,Apple,Produce,3,1.50,USD,C-0346,cash
O-904347,2026-09-07,S-03,SKU-2,Bread,Bakery,1,3.00,USD,C-0347,card
O-904348,2026-09-08,S-01,SKU-3,Milk,Dairy,6,2.20,USD,C-0348,cash
O-904349,2026-09-09,S-02,SKU-4,Eggs,Dairy,10,0.35,EUR,C-0349,card
O-904350,2026-09-10,S-03,SKU-5,Coffee,Beverages,4,8.99,GBP,C-0350,cash
O-904351,2026-09-11,S-01,SKU-1,Apple,Produce,1,1.50,USD,C-0351,card
O-904352,2026-09-12,S-02,SKU-2,Bread,Bakery,5,3.00,USD,C-0352,cash
O-904353,2026-09-13,S-03,SKU-3,Milk,Dairy,1,2.20,USD,C-0353,card
O-904354,2026-09-14,S-01,SKU-4,Eggs,Dairy,8,0.35,EUR,C-0354,cash
O-904355,2026-09-15,S-02,SKU-5,Coffee,Beverages,9,8.99,GBP,C-0355,card
O-904356,2026-09-16,S-03,SKU-1,Apple,Produce,6,1.50,USD,C-0356,cash
O-904357,2026-09-17,S-01,SKU-2,Bread,Bakery,10,3.00,USD,C-0357,card
O-904358,2026-09-18,S-02,SKU-3,Milk,Dairy,4,2.20,USD,C-0358,cash
O-904359,2026-09-19,S-03,SKU-4,Eggs,Dairy,3,0.35,EUR,C-0359,card
O-904360,2026-09-20,S-01,SKU-5,Coffee,Beverages,-3,8.99,GBP,C-0360,cash
O-904361,2026-09-21,S-02,SKU-1,Apple,Produce,4,1.50,USD,C-0361,card
O-904362,2026-09-22,S-03,SKU-2,Bread,Bakery,11,3.00,USD,C-0362,cash
O-904363,2026-09-23,S-01,SKU-3,Milk,Dairy,4,2.20,USD,C-0363,card
O-904364,2026-09-24,S-02,SKU-4,Eggs,Dairy,5,0.35,EUR,C-0364,cash
O-904365,2026-09-25,S-03,SKU-5,Coffee,Beverages,9,8.99,GBP,C-0365,card
O-904366,2026-09-26,S-01,SKU-1,Apple,Produce,12,1.50,USD,C-0366,cash
O-904367,2026-09-27,S-02,SKU-2,Bread,Bakery,1,3.00,USD,C-0367,card
O-904368,2026-09-28,S-03,SKU-3,Milk,Dairy,4,2.20,USD,C-0368,cash
O-904369,2026-09-01,S-01,SKU-4,Eggs,Dairy,10,0.35,EUR,C-0369,card
O-904370,2026-09-02,S-02,SKU-5,Coffee,Beverages,7,8.99,GBP,C-0370,cash
O-904371,2026-09-03,S-03,SKU-1,Apple,Produce,6,1.50,USD,C-0371,card
O-904372,2026-09-04,S-01,SKU-2,Bread,Bakery,3,3.00,USD,C-0372,cash
O-904373,2026-09-05,S-02,SKU-3,Milk,Dairy,3,2.20,USD,C-0373,card
O-904374,2026-09-06,S-03,SKU-4,Eggs,Dairy,4,0.35,EUR,C-0374,cash
O-904375,2026-09-07,S-01,SKU-5,Coffee,Beverages,10,8.99,GBP,C-0375,card
O-904376,2026-09-08,S-02,SKU-1,Apple,Produce,6,1.50,USD,C-0376,cash
O-904377,2026-09-09,S-03,SKU-2,Bread,Bakery,12,3.00,USD,C-0377,card
O-904378,2026-09-10,S-01,SKU-3,Milk,Dairy,12,2.20,USD,C-0378,cash
O-904379,2026-09-11,S-02,SKU-4,Eggs,Dairy,6,0.35,EUR,C-0379,card
O-904380,2026-09-12,S-03,SKU-999,Coffee,Beverages,10,8.99,GBP,C-0380,cash
O-904381,2026-09-13,S-01,SKU-1,Apple,Produce,1,1.50,USD,C-0381,card
O-904382,2026-09-14,S-02,SKU-2,Bread,Bakery,12,3.00,USD,C-0382,cash
O-904383,2026-09-15,S-03,SKU-3,Milk,Dairy,12,2.20,USD,C-0383,card
O-904384,2026-09-16,S-01,SKU-4,Eggs,Dairy,6,0.35,EUR,C-0384,cash
O-904385,2026-09-17,S-02,SKU-5,Coffee,Beverages,10,8.99,GBP,C-0385,card
O-904386,2026-09-18,S-03,SKU-1,Apple,Produce,10,1.50,USD,C-0386,cash
O-904387,2026-09-19,S-01,SKU-2,Bread,Bakery,3,3.00,USD,C-0387,card
O-904388,2026-09-20,S-02,SKU-3,Milk,Dairy,10,2.20,USD,C-0388,cash
O-904389,2026-09-21,S-03,SKU-4,Eggs,Dairy,4,0.35,EUR,C-0389,card
O-904390,2026-09-22,S-01,SKU-5,Coffee,Beverages,8,8.99,GBP,C-0390,cash
O-904391,2026-09-23,S-02,SKU-1,Apple,Produce,9,1.50,USD,C-0391,card
O-904392,2026-09-24,S-03,SKU-2,Bread,Bakery,5,3.00,USD,C-0392,cash
O-904393,2026-09-25,S-01,SKU-3,Milk,Dairy,3,2.20,USD,C-0393,card
O-904394,2026-09-26,S-02,SKU-4,Eggs,Dairy,8,0.35,EUR,C-0394,cash
O-904395,2026-09-27,S-03,SKU-5,Coffee,Beverages,1,8.99,GBP,C-0395,card
O-904396,2026-09-28,S-01,SKU-1,Apple,Produce,2,1.50,USD,C-0396,cash
O-904397,2026-09-01,S-02,SKU-2,Bread,Bakery,1,3.00,USD,C-0397,card
O-904398,2026-09-02,S-03,SKU-3,Milk,Dairy,4,2.20,USD,C-0398,cash
O-904399,2026-09-03,S-01,SKU-4,Eggs,Dairy,10,0.35,EUR,C-0399,card
O-904400,2026-09-04,S-02,SKU-5,Coffee,Beverages,4,,GBP,C-0400,cash
O-904401,2026-09-05,S-03,SKU-1,Apple,Produce,1,1.50,USD,C-0401,card
O-904402,2026-09-06,S-01,SKU-2,Bread,Bakery,9,3.00,USD,C-0402,cash
O-904403,2026-09-07,S-02,SKU-3,Milk,Dairy,8,2.20,USD,C-0403,card
O-904404,2026-09-08,S-03,SKU-4,Eggs,Dairy,1,0.35,EUR,C-0404,cash
O-904405,2026-09-09,S-01,SKU-5,Coffee,Beverages,6,8.99,GBP,C-0405,card
O-904406,2026-09-10,S-02,SKU-1,Apple,Produce,10,1.50,USD,C-0406,cash
O-904407,2026-09-11,S-03,SKU-2,Bread,Bakery,4,3.00,USD,C-0407,card
O-904408,2026-09-12,S-01,SKU-3,Milk,Dairy,3,2.20,USD,C-0408,cash
O-904409,2026-09-13,S-02,SKU-4,Eggs,Dairy,6,0.35,EUR,C-0409,card
O-904410,2026-09-14,S-03,SKU-5,Coffee,Beverages,12,8.99,GBP,C-0410,cash
O-904411,2026-09-15,S-01,SKU-1,Apple,Produce,3,1.50,USD,C-0411,card
O-904412,2026-09-16,S-02,SKU-2,Bread,Bakery,6,3.00,USD,C-0412,cash
O-904413,2026-09-17,S-03,SKU-3,Milk,Dairy,1,2.20,USD,C-0413,card
O-904414,2026-09-18,S-01,SKU-4,Eggs,Dairy,1,0.35,EUR,C-0414,cash
O-904415,2026-09-19,S-02,SKU-5,Coffee,Beverages,3,8.99,GBP,C-0415,card
O-904416,2026-09-20,S-03,SKU-1,Apple,Produce,10,1.50,USD,C-0416,cash
O-904417,2026-09-21,S-01,SKU-2,Bread,Bakery,12,3.00,USD,C-0417,card
O-904418,2026-09-22,S-02,SKU-3,Milk,Dairy,3,2.20,USD,C-0418,cash
O-904419,2026-09-23,S-03,SKU-4,Eggs,Dairy,2,0.35,EUR,C-0419,card
,2026-09-24,S-01,SKU-5,Coffee,Beverages,9,8.99,GBP,C-0420,cash
O-904421,2026-09-25,S-02,SKU-1,Apple,Produce,6,1.50,USD,C-0421,card
O-904422,2026-09-26,S-03,SKU-2,Bread,Bakery,2,3.00,USD,C-0422,cash
O-904423,2026-09-27,S-01,SKU-3,Milk,Dairy,6,2.20,USD,C-0423,card
O-904424,2026-09-28,S-02,SKU-4,Eggs,Dairy,12,0.35,EUR,C-0424,cash
O-904425,2026-09-01,S-03,SKU-5,Coffee,Beverages,11,8.99,GBP,C-0425,card
O-904426,2026-09-02,S-01,SKU-1,Apple,Produce,7,1.50,USD,C-0426,cash
O-904427,2026-09-03,S-02,SKU-2,Bread,Bakery,10,3.00,USD,C-0427,card
O-904428,2026-09-04,S-03,SKU-3,Milk,Dairy,2,2.20,USD,C-0428,cash
O-904429,2026-09-05,S-01,SKU-4,Eggs,Dairy,6,0.35,EUR,C-0429,card
O-904430,2026-09-06,S-02,SKU-5,Coffee,Beverages,5,8.99,GBP,C-0430,cash
O-904431,2026-09-07,S-03,SKU-1,Apple,Produce,6,1.50,USD,C-0431,card
O-904432,2026-09-08,S-01,SKU-2,Bread,Bakery,3,3.00,USD,C-0432,cash
O-904433,2026-09-09,S-02,SKU-3,Milk,Dairy,3,2.20,USD,C-0433,card
O-904434,2026-09-10,S-03,SKU-4,Eggs,Dairy,12,0.35,EUR,C-0434,cash
O-904435,2026-09-11,S-01,SKU-5,Coffee,Beverages,7,8.99,GBP,C-0435,card
O-904436,2026-09-12,S-02,SKU-1,Apple,Produce,11,1.50,USD,C-0436,cash
O-904437,2026-09-13,S-03,SKU-2,Bread,Bakery,8,3.00,USD,C-0437,card
O-904438,2026-09-14,S-01,SKU-3,Milk,Dairy,11,2.20,USD,C-0438,cash
O-904439,2026-09-15,S-02,SKU-4,Eggs,Dairy,6,0.35,EUR,C-0439,card
O-904440,2026-09-16,S-03,SKU-5,Coffee,Beverages,3,8.99,XYZ,C-0440,cash
O-904441,2026-09-17,S-01,SKU-1,Apple,Produce,12,1.50,USD,C-0441,card
O-904442,2026-09-18,S-02,SKU-2,Bread,Bakery,9,3.00,USD,C-0442,cash
O-904443,2026-09-19,S-03,SKU-3,Milk,Dairy,12,2.20,USD,C-0443,card
O-904444,2026-09-20,S-01,SKU-4,Eggs,Dairy,10,0.35,EUR,C-0444,cash
O-904445,2026-09-21,S-02,SKU-5,Coffee,Beverages,6,8.99,GBP,C-0445,card
O-904446,2026-09-22,S-03,SKU-1,Apple,Produce,4,1.50,USD,C-0446,cash
O-904447,2026-09-23,S-01,SKU-2,Bread,Bakery,11,3.00,USD,C-0447,card
O-904448,2026-09-24,S-02,SKU-3,Milk,Dairy,10,2.20,USD,C-0448,cash
O-904449,2026-09-25,S-03,SKU-4,Eggs,Dairy,3,0.35,EUR,C-0449,card
O-904450,2026-09-26,S-01,SKU-5,Coffee,Beverages,7,8.99,GBP,C-0450,cash
O-904451,2026-09-27,S-02,SKU-1,Apple,Produce,5,1.50,USD,C-0451,card
O-904452,2026-09-28,S-03,SKU-2,Bread,Bakery,12,3.00,USD,C-0452,cash
O-904453,2026-09-01,S-01,SKU-3,Milk,Dairy,12,2.20,USD,C-0453,card
O-904454,2026-09-02,S-02,SKU-4,Eggs,Dairy,5,0.35,EUR,C-0454,cash
O-904455,2026-09-03,S-03,SKU-5,Coffee,Beverages,3,8.99,GBP,C-0455,card
O-904456,2026-09-04,S-01,SKU-1,Apple,Produce,3,1.50,USD,C-0456,cash
O-904457,2026-09-05,S-02,SKU-2,Bread,Bakery,12,3.00,USD,C-0457,card
O-904458,2026-09-06,S-03,SKU-3,Milk,Dairy,1,2.20,USD,C-0458,cash
O-904459,2026-09-07,S-01,SKU-4,Eggs,Dairy,12,0.35,EUR,C-0459,card
O-904460,2026-09-08,S-02,SKU-5,Coffee,Beverages,10,8.99,GBP,C-0460,bitcoin
O-904461,2026-09-09,S-03,SKU-1,Apple,Produce,7,1.50,USD,C-0461,card
O-904462,2026-09-10,S-01,SKU-2,Bread,Bakery,10,3.00,USD,C-0462,cash
O-904463,2026-09-11,S-02,SKU-3,Milk,Dairy,1,2.20,USD,C-0463,card
O-904464,2026-09-12,S-03,SKU-4,Eggs,Dairy,3,0.35,EUR,C-0464,cash
O-904465,2026-09-13,S-01,SKU-5,Coffee,Beverages,10,8.99,GBP,C-0465,card
O-904466,2026-09-14,S-02,SKU-1,Apple,Produce,6,1.50,USD,C-0466,cash
O-904467,2026-09-15,S-03,SKU-2,Bread,Bakery,10,3.00,USD,C-0467,card
O-904468,2026-09-16,S-01,SKU-3,Milk,Dairy,4,2.20,USD,C-0468,cash
O-904469,2026-09-17,S-02,SKU-4,Eggs,Dairy,11,0.35,EUR,C-0469,card
O-904470,2026-09-18,S-03,SKU-5,Coffee,Beverages,10,8.99,GBP,C-0470,cash
O-904471,2026-09-19,S-01,SKU-1,Apple,Produce,2,1.50,USD,C-0471,card
O-904472,2026-09-20,S-02,SKU-2,Bread,Bakery,8,3.00,USD,C-0472,cash
O-904473,2026-09-21,S-03,SKU-3,Milk,Dairy,3,2.20,USD,C-0473,card
O-904474,2026-09-22,S-01,SKU-4,Eggs,Dairy,6,0.35,EUR,C-0474,cash
O-904475,2026-09-23,S-02,SKU-5,Coffee,Beverages,12,8.99,GBP,C-0475,card
O-904476,2026-09-24,S-03,SKU-1,Apple,Produce,2,1.50,USD,C-0476,cash
O-904477,2026-09-25,S-01,SKU-2,Bread,Bakery,4,3.00,USD,C-0477,card
O-904478,2026-09-26,S-02,SKU-3,Milk,Dairy,6,2.20,USD,C-0478,cash
O-904479,2026-09-27,S-03,SKU-4,Eggs,Dairy,6,0.35,EUR,C-0479,card
O-904480,2026-09-28,S-01,SKU-5,Coffee,Beverages,0,8.99,GBP,C-0480,cash
O-904481,2026-09-01,S-02,SKU-1,Apple,Produce,11,1.50,USD,C-0481,card
O-904482,2026-09-02,S-03,SKU-2,Bread,Bakery,2,3.00,USD,C-0482,cash
O-904483,2026-09-03,S-01,SKU-3,Milk,Dairy,12,2.20,USD,C-0483,card
O-904484,2026-09-04,S-02,SKU-4,Eggs,Dairy,11,0.35,EUR,C-0484,cash
O-904485,2026-09-05,S-03,SKU-5,Coffee,Beverages,11,8.99,GBP,C-0485,card
O-904486,2026-09-06,S-01,SKU-1,Apple,Produce,12,1.50,USD,C-0486,cash
O-904487,2026-09-07,S-02,SKU-2,Bread,Bakery,6,3.00,USD,C-0487,card
O-904488,2026-09-08,S-03,SKU-3,Milk,Dairy,8,2.20,USD,C-0488,cash
O-904489,2026-09-09,S-01,SKU-4,Eggs,Dairy,1,0.35,EUR,C-0489,card
O-904490,2026-09-10,S-02,SKU-5,Coffee,Beverages,5,8.99,GBP,C-0490,cash
O-904491,2026-09-11,S-03,SKU-1,Apple,Produce,4,1.50,USD,C-0491,card
O-904492,2026-09-12,S-01,SKU-2,Bread,Bakery,4,3.00,USD,C-0492,cash
O-904493,2026-09-13,S-02,SKU-3,Milk,Dairy,12,2.20,USD,C-0493,card
O-904494,2026-09-14,S-03,SKU-4,Eggs,Dairy,2,0.35,EUR,C-0494,cash
O-904495,2026-09-15,S-01,SKU-5,Coffee,Beverages,6,8.99,GBP,C-0495,card
O-904496,2026-09-16,S-02,SKU-1,Apple,Produce,5,1.50,USD,C-0496,cash
O-904497,2026-09-17,S-03,SKU-2,Bread,Bakery,2,3.00,USD,C-0497,card
O-904498,2026-09-18,S-01,SKU-3,Milk,Dairy,12,2.20,USD,C-0498,cash
O-904499,2026-09-19,S-02,SKU-4,Eggs,Dairy,1,0.35,EUR,C-0499,card
O-904500,bad-date,S-03,SKU-5,Coffee,Beverages,1,8.99,GBP,C-0500,cash
O-904501,2026-09-21,S-01,SKU-1,Apple,Produce,7,1.50,USD,C-0001,card
O-904502,2026-09-22,S-02,SKU-2,Bread,Bakery,8,3.00,USD,C-0002,cash
O-904503,2026-09-23,S-03,SKU-3,Milk,Dairy,12,2.20,USD,C-0003,card
O-904504,2026-09-24,S-01,SKU-4,Eggs,Dairy,7,0.35,EUR,C-0004,cash
O-904505,2026-09-25,S-02,SKU-5,Coffee,Beverages,3,8.99,GBP,C-0005,card
O-904506,2026-09-26,S-03,SKU-1,Apple,Produce,7,1.50,USD,C-0006,cash
O-904507,2026-09-27,S-01,SKU-2,Bread,Bakery,8,3.00,USD,C-0007,card
O-904508,2026-09-28,S-02,SKU-3,Milk,Dairy,7,2.20,USD,C-0008,cash
O-904509,2026-09-01,S-03,SKU-4,Eggs,Dairy,6,0.35,EUR,C-0009,card
O-904510,2026-09-02,S-01,SKU-5,Coffee,Beverages,9,8.99,GBP,C-0010,cash
O-904511,2026-09-03,S-02,SKU-1,Apple,Produce,7,1.50,USD,C-0011,card
O-904512,2026-09-04,S-03,SKU-2,Bread,Bakery,2,3.00,USD,C-0012,cash
O-904513,2026-09-05,S-01,SKU-3,Milk,Dairy,8,2.20,USD,C-0013,card
O-904514,2026-09-06,S-02,SKU-4,Eggs,Dairy,10,0.35,EUR,C-0014,cash
O-904515,2026-09-07,S-03,SKU-5,Coffee,Beverages,11,8.99,GBP,C-0015,card
O-904516,2026-09-08,S-01,SKU-1,Apple,Produce,11,1.50,USD,C-0016,cash
O-904517,2026-09-09,S-02,SKU-2,Bread,Bakery,4,3.00,USD,C-0017,card
